easting,northing,elevation,distanceToWatercourse,localAuthority,households,numberOfPostcodeUnits,headcount,Suspect Charged,Porosity Max(%),Permeability category,Permeability Max(m�),Permeability Min(m�),Description,PSD min(mm),Organic soil,predicted medianPrice
588456,142713,30.0,2470.0,Ashford,5570.0,779.0,14296.0,1711,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,446250.5982344387
358523,170493,20.0,460.0,"Bristol, City of",17462.0,1102.0,41230.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,465134.0394560904
254199,55950,20.0,1070.0,Plymouth,13230.0,943.0,31340.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,410415.44303450646
527961,165667,30.0,650.0,Sutton,15456.0,961.0,41752.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,453197.8755314734
566934,172487,40.0,1290.0,Gravesham,19436.0,1179.0,49484.0,1103,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,337153.06236384134
478623,134027,90.0,900.0,East Hampshire,9556.0,905.0,24133.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,417630.403789875
528972,105077,20.0,5510.0,Brighton and Hove,39665.0,2541.0,80963.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,531006.4608795969
272784,52049,70.0,240.0,South Hams,9848.0,1044.0,17064.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,459084.4686076025
162208,31615,90.0,1310.0,Cornwall,9101.0,924.0,20685.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,368263.26339285716
241967,55236,40.0,1290.0,Cornwall,4955.0,402.0,10307.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,249030.7135416667
530800,104200,20.0,7330.0,Brighton and Hove,37904.0,2845.0,84832.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,671032.6259920634
442030,163435,110.0,300.0,Basingstoke and Deane,7773.0,1178.0,19900.0,759,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,735910.49393548
481969,155602,70.0,290.0,Hart,9667.0,963.0,25130.0,302,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,435736.3970307219
424347,94769,40.0,1150.0,New Forest,12477.0,986.0,25637.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,339852.0107748655
606588,124888,0.0,3450.0,Folkestone and Hythe,6334.0,616.0,13219.0,1711,,,,,,,,352785.01488095237
581848,165910,40.0,4080.0,Medway,20882.0,1425.0,50824.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,434473.5201355944
368216,80150,10.0,700.0,Dorset,18185.0,1313.0,37399.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,283470.0111607143
231408,102998,150.0,3480.0,Torridge,4916.0,652.0,11858.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,392147.9206231104
536644,175336,30.0,1620.0,Lewisham,12177.0,711.0,28964.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,510979.4755537092
196548,74873,10.0,690.0,Cornwall,6987.0,629.0,12511.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,583801.5788690476
599867,141880,40.0,460.0,Ashford,15897.0,1350.0,44873.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,430481.88038275536
287238,70366,20.0,150.0,Teignbridge,23466.0,2138.0,58503.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,290298.5839420996
237832,63452,70.0,640.0,Cornwall,9735.0,845.0,21801.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,339700.18400682404
577673,161838,170.0,3480.0,Maidstone,21162.0,1284.0,52165.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,374341.7871154077
563920,172016,40.0,2990.0,Gravesham,15684.0,1015.0,41402.0,1103,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,351689.5996275082
372206,128651,110.0,820.0,South Somerset,3430.0,439.0,8654.0,964,,,,,,,,310458.08815192746
559036,139176,120.0,1660.0,Tunbridge Wells,12247.0,1082.0,29750.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,549355.4037106147
560784,99116,10.0,1510.0,Eastbourne,10061.0,928.0,21272.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,326161.4446699134
466400,164300,70.0,800.0,West Berkshire,13178.0,1877.0,36324.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,566364.1019367946
500740,158617,40.0,1020.0,Woking,13761.0,1254.0,36599.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,655228.6970619773
307932,89480,40.0,250.0,East Devon,8987.0,901.0,17692.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,407341.94710656314
463374,105570,10.0,2830.0,Portsmouth,16795.0,1193.0,42520.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,513365.0783090257
465812,164603,90.0,1250.0,West Berkshire,13178.0,1877.0,36324.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,537832.3261082591
599494,142302,40.0,200.0,Ashford,15897.0,1350.0,44873.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,460187.02251546516
296224,88620,10.0,1360.0,Exeter,2586.0,261.0,4935.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,557799.0922619049
518551,131997,70.0,1100.0,Horsham,18860.0,1665.0,49602.0,302,,,,,,,,424194.31387389207
551391,131026,220.0,1500.0,Wealden,10182.0,1090.0,25598.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,467976.36295207764
518841,168688,10.0,270.0,Kingston upon Thames,8187.0,508.0,21087.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,583099.6328067237
508404,164421,30.0,1580.0,Elmbridge,9729.0,1150.0,22788.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,665220.5814442076
588725,162469,50.0,4920.0,Swale,8593.0,1054.0,23660.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,558929.2974866835
632403,169383,20.0,4510.0,Thanet,3759.0,264.0,7903.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,303114.3708545919
183682,44664,60.0,820.0,Cornwall,9753.0,1136.0,23406.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,336185.2048611111
501095,106644,10.0,970.0,Arun,6038.0,623.0,14259.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,472127.1204102621
364862,156940,110.0,1790.0,Bath and North East Somerset,6335.0,726.0,17349.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,310198.9810380737
375350,164482,20.0,1780.0,Bath and North East Somerset,19809.0,2178.0,42246.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,516860.4880375555
574114,151147,120.0,2130.0,Maidstone,9408.0,1257.0,26916.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,405789.41765238624
515521,165501,20.0,530.0,Elmbridge,8352.0,874.0,21681.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,662113.1549326461
375350,164483,20.0,1780.0,Bath and North East Somerset,19809.0,2178.0,42246.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,518427.03565660305
583597,164488,40.0,3200.0,Swale,8593.0,1054.0,23660.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,703878.0823344784
549023,98781,10.0,2960.0,Lewes,11293.0,1065.0,23959.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,451023.7738766718
302716,133628,350.0,950.0,Somerset West and Taunton,2793.0,299.0,5732.0,534,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,373619.7135416666
595300,172300,10.0,1310.0,Swale,15919.0,1160.0,42961.0,1711,,,,,,,,693689.1726190476
533647,156639,180.0,4310.0,Tandridge,12033.0,1027.0,31015.0,42,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,498465.4124105863
459875,188939,50.0,130.0,South Oxfordshire,10917.0,1314.0,28488.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,445012.7972522757
488122,185142,40.0,1520.0,Windsor and Maidenhead,32344.0,3456.0,84273.0,1089,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,702061.2833758502
249280,119640,70.0,200.0,Torridge,3682.0,362.0,8421.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,319885.37835577165
546174,179828,10.0,1500.0,Greenwich,10594.0,600.0,28381.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,482876.0454713565
533700,177200,10.0,3000.0,Southwark,26083.0,1935.0,65578.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,482859.83397455333
572672,166740,20.0,520.0,Medway,13294.0,1065.0,33832.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,361257.2363647046
498320,152687,40.0,590.0,Guildford,12236.0,928.0,35831.0,302,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,511441.060738738
463636,152140,80.0,160.0,Basingstoke and Deane,12181.0,1195.0,30627.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,448825.5198044813
457390,106186,10.0,2210.0,Fareham,14368.0,1277.0,32537.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,413201.9932247039
538619,138759,130.0,1510.0,Mid Sussex,14163.0,1504.0,35193.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,452709.3458139248
347369,170657,30.0,4240.0,North Somerset,10063.0,927.0,23524.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,452866.63533845195
584798,149012,60.0,710.0,Maidstone,9408.0,1257.0,26916.0,1711,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,401598.680309481
515931,172429,10.0,200.0,Richmond upon Thames,11360.0,1204.0,27653.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,768479.688137755
402184,99294,20.0,210.0,Dorset,17332.0,1959.0,42651.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,438912.7999084678
527600,170400,20.0,1010.0,Merton,26882.0,1513.0,64524.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,545143.5073450434
517808,167026,20.0,1250.0,Kingston upon Thames,13970.0,1157.0,32921.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,577763.2845477475
479849,136107,90.0,1760.0,East Hampshire,9556.0,905.0,24133.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,347584.0965847118
375350,164483,20.0,1780.0,Bath and North East Somerset,30521.0,2703.0,80405.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,610142.7158302176
549958,165108,130.0,3160.0,Sevenoaks,19814.0,1542.0,48039.0,42,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,526222.3628899836
486566,181549,50.0,2620.0,Windsor and Maidenhead,32344.0,3456.0,84273.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,612700.4345379819
529198,141995,60.0,2590.0,Reigate and Banstead,12423.0,1299.0,35063.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,421730.4089372272
558300,139100,90.0,1000.0,Tunbridge Wells,5950.0,717.0,11720.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,623158.9464115913
324471,89947,10.0,1000.0,East Devon,5503.0,571.0,9854.0,964,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,278827.07887408586
480176,168775,50.0,530.0,Wokingham,,,,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,494450.2834078077
308730,89762,30.0,640.0,East Devon,8987.0,901.0,17692.0,964,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,428408.269004365
511391,104774,20.0,520.0,Worthing,12137.0,965.0,30601.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,335111.05359316955
510146,172345,20.0,3980.0,Hounslow,14199.0,1074.0,39916.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,503601.4365284408
508077,167443,10.0,2430.0,Spelthorne,6459.0,618.0,14548.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,430891.4589445739
408600,91200,10.0,790.0,"Bournemouth, Christchurch and Poole",10939.0,1105.0,23696.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,1584213.706526098
547635,100262,30.0,2630.0,Lewes,11293.0,1065.0,23959.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,481400.7136133476
362811,142616,160.0,1320.0,Mendip,7824.0,913.0,18468.0,964,,,,,,,,350919.4771471089
518842,168682,10.0,260.0,Kingston upon Thames,10583.0,1065.0,23628.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,530031.5650243144
558007,121587,160.0,2190.0,Wealden,6968.0,907.0,16967.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,355551.86737291445
429318,93906,20.0,1680.0,New Forest,15726.0,1426.0,31951.0,759,60.0,Very low,1e-05,1e-08,"clay, fine silt",0.002,1.0,566562.9297857457
559519,147508,30.0,1440.0,Tonbridge and Malling,7551.0,698.0,19262.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,498809.1645075525
514862,102884,10.0,1920.0,Worthing,,,,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,387725.7678129985
423374,95408,40.0,1200.0,New Forest,12477.0,986.0,25637.0,552,,,,,,,,415186.6627206843
292269,92680,40.0,970.0,Exeter,9517.0,1063.0,27622.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,309654.8408069667
363497,176464,50.0,1990.0,"Bristol, City of",31861.0,2437.0,91268.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,374977.579842033
550746,144565,50.0,610.0,Sevenoaks,5499.0,769.0,14173.0,506,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,687366.0888705621
609446,151463,120.0,2160.0,Canterbury,7152.0,957.0,17187.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,544470.5772928296
605395,159319,20.0,1530.0,Swale,12331.0,1253.0,28942.0,1711,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,418610.9899041179
438009,147036,80.0,1920.0,Test Valley,9686.0,1502.0,35720.0,759,,,,,,,,361722.53380771796
375623,88084,60.0,750.0,Dorset,11786.0,1275.0,25912.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,373823.57864828623
366103,172057,50.0,960.0,South Gloucestershire,20755.0,1379.0,49777.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,507988.5445234692
465870,104892,10.0,3560.0,Portsmouth,16795.0,1193.0,42520.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,313044.8054056335
545839,178012,50.0,660.0,Greenwich,30798.0,1989.0,84970.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,406613.6081712612
525537,150624,90.0,2310.0,Reigate and Banstead,10869.0,1124.0,27631.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,706478.1679181401
571395,107859,20.0,700.0,Rother,12699.0,844.0,26517.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,343681.866955379
440109,113463,20.0,1760.0,Southampton,19050.0,1671.0,44101.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,264256.6599396254
363561,174269,80.0,2250.0,"Bristol, City of",23619.0,1395.0,57433.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,295101.73710508744
471613,170786,50.0,550.0,Reading,19209.0,2421.0,49231.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,454917.07511924324
341245,147423,20.0,560.0,Sedgemoor,1388.0,237.0,3316.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,460563.1328656463
525533,150636,90.0,2310.0,Reigate and Banstead,10869.0,1124.0,27631.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,705216.7393467115
360204,173429,20.0,820.0,"Bristol, City of",,,,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,569175.3701769442
271803,76814,250.0,240.0,Teignbridge,10952.0,1252.0,24396.0,546,90.0,Low to moderate,1e-05,1e-07,"Organic matter, highly variable         ",0.02,1.0,410471.69398384355
511879,178471,30.0,2590.0,Hounslow,10036.0,766.0,38026.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,528179.0900297619
575900,156000,10.0,930.0,Maidstone,13387.0,1428.0,34286.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,429320.2588392535
442579,115653,50.0,930.0,Southampton,27304.0,1875.0,70038.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,338341.3314271938
636443,152042,10.0,1500.0,Dover,16924.0,1365.0,35532.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,418204.98805392545
181441,61381,50.0,470.0,Cornwall,10274.0,847.0,22163.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,306605.7153486394
508713,181850,40.0,2900.0,Hillingdon,13779.0,970.0,42608.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,610624.1822916667
627041,141217,90.0,3210.0,Dover,6036.0,686.0,13361.0,1711,,,,,,,,419693.5070776541
526548,169815,20.0,140.0,Merton,34043.0,2621.0,80550.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,426867.8683035715
446777,128564,60.0,1290.0,Winchester,11051.0,882.0,31653.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,494967.1657328085
439277,115586,30.0,450.0,Southampton,,,,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,508301.2561207973
499049,150522,30.0,1030.0,Guildford,6844.0,654.0,16122.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,585921.1992438084
346802,176552,10.0,750.0,North Somerset,13436.0,1087.0,32907.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,462296.83003672585
359346,176294,60.0,1170.0,"Bristol, City of",16826.0,815.0,44446.0,964,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,467086.8418908264
548218,98985,10.0,3620.0,Lewes,11293.0,1065.0,23959.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,352127.094863898
563984,123197,170.0,2070.0,Rother,2144.0,279.0,5207.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,501226.1121334041
508974,113835,50.0,270.0,Horsham,11269.0,1166.0,26481.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,474296.059926503
529259,137818,70.0,1930.0,Crawley,27030.0,2243.0,73721.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,434596.62658017746
473353,173709,40.0,910.0,Wokingham,13986.0,1134.0,40122.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,468048.3736071781
477107,173221,50.0,1200.0,Wokingham,10197.0,675.0,27827.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,995919.6769533769
618678,166484,40.0,840.0,Canterbury,17362.0,1295.0,40490.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,367325.4062848934
575957,165424,70.0,3600.0,Medway,21162.0,1284.0,52165.0,1711,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,319286.9353082224
409722,92041,40.0,1960.0,"Bournemouth, Christchurch and Poole",10939.0,1105.0,23696.0,552,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,328978.24968550436
551338,155412,100.0,1430.0,Sevenoaks,10160.0,1103.0,25570.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,883092.5084138918
632412,144555,100.0,2840.0,Dover,6036.0,686.0,13361.0,1711,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,472863.4707132854
473378,168433,60.0,1120.0,Wokingham,15059.0,1326.0,46586.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,443322.6779425986
525907,163866,60.0,4120.0,Sutton,16608.0,1234.0,43871.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,527267.189588285
472592,153727,80.0,1360.0,Hart,8749.0,1066.0,24222.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,455197.88034703804
187105,65370,60.0,970.0,Cornwall,3836.0,593.0,10886.0,546,,,,,,,,344419.06763016956
171757,45048,100.0,3350.0,Cornwall,6433.0,756.0,16406.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,331800.98234198155
459887,84333,10.0,880.0,Isle of Wight,8031.0,638.0,16584.0,759,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,258100.67867772107
561049,98978,10.0,1640.0,Eastbourne,13856.0,1293.0,26270.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,334524.7761956449
504127,170456,20.0,310.0,Spelthorne,11533.0,1207.0,26696.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,459661.6889435975
410773,130980,50.0,290.0,Wiltshire,13169.0,1086.0,30982.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,388028.6533730682
527046,168927,20.0,790.0,Merton,22393.0,1312.0,64887.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,401265.5598254808
486399,157133,70.0,850.0,Rushmoor,22266.0,1739.0,57224.0,302,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,356393.83475429646
292310,92843,50.0,1130.0,Exeter,9517.0,1063.0,27622.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,386809.25981851073
535421,172625,50.0,1730.0,Lewisham,14875.0,966.0,34644.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,521950.26349275303
460335,100029,10.0,2090.0,Gosport,22011.0,1274.0,46366.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,287265.89784038847
533654,170506,100.0,2770.0,Bromley,13041.0,969.0,28914.0,42,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,456444.5161724777
470217,114244,80.0,3300.0,East Hampshire,14184.0,1055.0,35752.0,759,,,,,,,,433171.92446145124
458400,103100,10.0,2000.0,Gosport,14701.0,926.0,35702.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,277261.70191750064
529700,137300,90.0,2590.0,Crawley,27030.0,2243.0,73721.0,506,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,410867.89109232405
367057,181782,60.0,1000.0,South Gloucestershire,6348.0,556.0,16623.0,964,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,497918.7075235126
529596,105557,40.0,6190.0,Brighton and Hove,39665.0,2541.0,80963.0,506,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,766430.5633552773
506417,176880,30.0,2130.0,Hillingdon,,,,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,794852.6138035287
285618,72068,20.0,460.0,Teignbridge,23466.0,2138.0,58503.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,387825.4478396962
486362,180577,50.0,3720.0,Windsor and Maidenhead,32344.0,3456.0,84273.0,1089,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,658757.1388180272
464580,153222,100.0,920.0,Basingstoke and Deane,12181.0,1195.0,30627.0,759,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,471747.09708403406
532184,162551,60.0,3980.0,Croydon,12705.0,1059.0,33371.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,516799.4976802662
485335,159803,60.0,300.0,Hart,4268.0,425.0,11948.0,302,,,,,,,,465746.2528636361
290301,92162,50.0,1020.0,Exeter,22358.0,2095.0,60690.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,356350.4262040043
246464,55811,50.0,2250.0,Plymouth,13458.0,876.0,31097.0,546,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,289878.49022108846
279847,61232,10.0,1680.0,South Hams,8529.0,1055.0,19785.0,546,55.0,Moderate to low,0.001,1e-06,"silt, sand",0.002,0.0,402187.56617864233
474132,169702,60.0,870.0,Wokingham,13986.0,1134.0,40122.0,1089,50.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,479456.88144366455
386900,150400,90.0,1970.0,Wiltshire,8718.0,742.0,21944.0,343,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,282419.73078967165
531409,166932,40.0,2530.0,Croydon,63758.0,2862.0,170306.0,3227,40.0,Highly variable,0.01,1e-09,"mixed gravel, sand, clay",0.002,0.0,704071.4810713801
514989,131444,40.0,1020.0,Horsham,18860.0,1665.0,49602.0,302,45.0,Low to very low,1e-05,1e-08,"clay, fine silt",0.002,0.0,492858.5010777833
